id,Tên tỉnh,Tên tỉnh không dấu,Loại,Tên đầy đủ,Tên xã phường,Loại,slug,name_with_type,path,path_with_type,code,parent_code
18462,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đức An,xa,duc-an,Xã Đức An,"Đức An, Lâm Đồng","Xã Đức An, Tỉnh Lâm Đồng",18462,30
18718,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Thuận Hạnh,xa,thuan-hanh,Xã Thuận Hạnh,"Thuận Hạnh, Lâm Đồng","Xã Thuận Hạnh, Tỉnh Lâm Đồng",18718,30
18974,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Trường Xuân,xa,truong-xuan,Xã Trường Xuân,"Trường Xuân, Lâm Đồng","Xã Trường Xuân, Tỉnh Lâm Đồng",18974,30
19230,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tà Đùng,xa,ta-dung,Xã Tà Đùng,"Tà Đùng, Lâm Đồng","Xã Tà Đùng, Tỉnh Lâm Đồng",19230,30
19486,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Khê,xa,quang-khe,Xã Quảng Khê,"Quảng Khê, Lâm Đồng","Xã Quảng Khê, Tỉnh Lâm Đồng",19486,30
19742,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bắc Gia Nghĩa,phuong,bac-gia-nghia,Phường Bắc Gia Nghĩa,"Bắc Gia Nghĩa, Lâm Đồng","Phường Bắc Gia Nghĩa, Tỉnh Lâm Đồng",19742,30
19998,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nam Gia Nghĩa,phuong,nam-gia-nghia,Phường Nam Gia Nghĩa,"Nam Gia Nghĩa, Lâm Đồng","Phường Nam Gia Nghĩa, Tỉnh Lâm Đồng",19998,30
20254,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đông Gia Nghĩa,phuong,dong-gia-nghia,Phường Đông Gia Nghĩa,"Đông Gia Nghĩa, Lâm Đồng","Phường Đông Gia Nghĩa, Tỉnh Lâm Đồng",20254,30
20510,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Tân,xa,quang-tan,Xã Quảng Tân,"Quảng Tân, Lâm Đồng","Xã Quảng Tân, Tỉnh Lâm Đồng",20510,30
20766,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tuy Đức,xa,tuy-duc,Xã Tuy Đức,"Tuy Đức, Lâm Đồng","Xã Tuy Đức, Tỉnh Lâm Đồng",20766,30
21022,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Kiến Đức,xa,kien-duc,Xã Kiến Đức,"Kiến Đức, Lâm Đồng","Xã Kiến Đức, Tỉnh Lâm Đồng",21022,30
21278,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nhân Cơ,xa,nhan-co,Xã Nhân Cơ,"Nhân Cơ, Lâm Đồng","Xã Nhân Cơ, Tỉnh Lâm Đồng",21278,30
21534,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Quảng Tín,xa,quang-tin,Xã Quảng Tín,"Quảng Tín, Lâm Đồng","Xã Quảng Tín, Tỉnh Lâm Đồng",21534,30
21790,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Vĩnh Hảo,xa,vinh-hao,Xã Vĩnh Hảo,"Vĩnh Hảo, Lâm Đồng","Xã Vĩnh Hảo, Tỉnh Lâm Đồng",21790,30
22046,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Liên Hương,xa,lien-huong,Xã Liên Hương,"Liên Hương, Lâm Đồng","Xã Liên Hương, Tỉnh Lâm Đồng",22046,30
22302,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bắc Bình,xa,bac-binh,Xã Bắc Bình,"Bắc Bình, Lâm Đồng","Xã Bắc Bình, Tỉnh Lâm Đồng",22302,30
22558,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hải Ninh,xa,hai-ninh,Xã Hải Ninh,"Hải Ninh, Lâm Đồng","Xã Hải Ninh, Tỉnh Lâm Đồng",22558,30
22814,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phan Sơn,xa,phan-son,Xã Phan Sơn,"Phan Sơn, Lâm Đồng","Xã Phan Sơn, Tỉnh Lâm Đồng",22814,30
23070,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Sông Lũy,xa,song-luy,Xã Sông Lũy,"Sông Lũy, Lâm Đồng","Xã Sông Lũy, Tỉnh Lâm Đồng",23070,30
23326,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Lương Sơn,xa,luong-son,Xã Lương Sơn,"Lương Sơn, Lâm Đồng","Xã Lương Sơn, Tỉnh Lâm Đồng",23326,30
23582,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đông Giang,xa,dong-giang,Xã Đông Giang,"Đông Giang, Lâm Đồng","Xã Đông Giang, Tỉnh Lâm Đồng",23582,30
23838,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tân Lập,xa,tan-lap,Xã Tân Lập,"Tân Lập, Lâm Đồng","Xã Tân Lập, Tỉnh Lâm Đồng",23838,30
24094,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tân Minh,xa,tan-minh,Xã Tân Minh,"Tân Minh, Lâm Đồng","Xã Tân Minh, Tỉnh Lâm Đồng",24094,30
24350,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Tân,xa,ham-tan,Xã Hàm Tân,"Hàm Tân, Lâm Đồng","Xã Hàm Tân, Tỉnh Lâm Đồng",24350,30
24606,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Sơn Mỹ,xa,son-my,Xã Sơn Mỹ,"Sơn Mỹ, Lâm Đồng","Xã Sơn Mỹ, Tỉnh Lâm Đồng",24606,30
24862,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,La Gi,phuong,la-gi,Phường La Gi,"La Gi, Lâm Đồng","Phường La Gi, Tỉnh Lâm Đồng",24862,30
25118,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phước Hội,phuong,phuoc-hoi,Phường Phước Hội,"Phước Hội, Lâm Đồng","Phường Phước Hội, Tỉnh Lâm Đồng",25118,30
25374,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tân Hải,xa,tan-hai,Xã Tân Hải,"Tân Hải, Lâm Đồng","Xã Tân Hải, Tỉnh Lâm Đồng",25374,30
25630,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nghị Đức,xa,nghi-duc,Xã Nghị Đức,"Nghị Đức, Lâm Đồng","Xã Nghị Đức, Tỉnh Lâm Đồng",25630,30
25886,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bắc Ruộng,xa,bac-ruong,Xã Bắc Ruộng,"Bắc Ruộng, Lâm Đồng","Xã Bắc Ruộng, Tỉnh Lâm Đồng",25886,30
26142,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đồng Kho,xa,dong-kho,Xã Đồng Kho,"Đồng Kho, Lâm Đồng","Xã Đồng Kho, Tỉnh Lâm Đồng",26142,30
26398,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tánh Linh,xa,tanh-linh,Xã Tánh Linh,"Tánh Linh, Lâm Đồng","Xã Tánh Linh, Tỉnh Lâm Đồng",26398,30
26654,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Suối Kiết,xa,suoi-kiet,Xã Suối Kiết,"Suối Kiết, Lâm Đồng","Xã Suối Kiết, Tỉnh Lâm Đồng",26654,30
26910,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Nam Thành,xa,nam-thanh,Xã Nam Thành,"Nam Thành, Lâm Đồng","Xã Nam Thành, Tỉnh Lâm Đồng",26910,30
27166,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Đức Linh,xa,duc-linh,Xã Đức Linh,"Đức Linh, Lâm Đồng","Xã Đức Linh, Tỉnh Lâm Đồng",27166,30
27422,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hoài Đức,xa,hoai-duc,Xã Hoài Đức,"Hoài Đức, Lâm Đồng","Xã Hoài Đức, Tỉnh Lâm Đồng",27422,30
27678,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Trà Tân,xa,tra-tan,Xã Trà Tân,"Trà Tân, Lâm Đồng","Xã Trà Tân, Tỉnh Lâm Đồng",27678,30
27934,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,La Dạ,xa,la-da,Xã La Dạ,"La Dạ, Lâm Đồng","Xã La Dạ, Tỉnh Lâm Đồng",27934,30
28190,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Thuận Bắc,xa,ham-thuan-bac,Xã Hàm Thuận Bắc,"Hàm Thuận Bắc, Lâm Đồng","Xã Hàm Thuận Bắc, Tỉnh Lâm Đồng",28190,30
28446,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Thuận,xa,ham-thuan,Xã Hàm Thuận,"Hàm Thuận, Lâm Đồng","Xã Hàm Thuận, Tỉnh Lâm Đồng",28446,30
28702,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hồng Sơn,xa,hong-son,Xã Hồng Sơn,"Hồng Sơn, Lâm Đồng","Xã Hồng Sơn, Tỉnh Lâm Đồng",28702,30
28958,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Liêm,xa,ham-liem,Xã Hàm Liêm,"Hàm Liêm, Lâm Đồng","Xã Hàm Liêm, Tỉnh Lâm Đồng",28958,30
29214,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Thắng,phuong,ham-thang,Phường Hàm Thắng,"Hàm Thắng, Lâm Đồng","Phường Hàm Thắng, Tỉnh Lâm Đồng",29214,30
29470,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Bình Thuận,phuong,binh-thuan,Phường Bình Thuận,"Bình Thuận, Lâm Đồng","Phường Bình Thuận, Tỉnh Lâm Đồng",29470,30
29726,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Mũi Né,phuong,mui-ne,Phường Mũi Né,"Mũi Né, Lâm Đồng","Phường Mũi Né, Tỉnh Lâm Đồng",29726,30
29982,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phú Thủy,phuong,phu-thuy,Phường Phú Thủy,"Phú Thủy, Lâm Đồng","Phường Phú Thủy, Tỉnh Lâm Đồng",29982,30
30238,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Phan Thiết,phuong,phan-thiet,Phường Phan Thiết,"Phan Thiết, Lâm Đồng","Phường Phan Thiết, Tỉnh Lâm Đồng",30238,30
30494,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tiến Thành,phuong,tien-thanh,Phường Tiến Thành,"Tiến Thành, Lâm Đồng","Phường Tiến Thành, Tỉnh Lâm Đồng",30494,30
30750,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tuyên Quang,xa,tuyen-quang,Xã Tuyên Quang,"Tuyên Quang, Lâm Đồng","Xã Tuyên Quang, Tỉnh Lâm Đồng",30750,30
31006,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Thạnh,xa,ham-thanh,Xã Hàm Thạnh,"Hàm Thạnh, Lâm Đồng","Xã Hàm Thạnh, Tỉnh Lâm Đồng",31006,30
31262,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Kiệm,xa,ham-kiem,Xã Hàm Kiệm,"Hàm Kiệm, Lâm Đồng","Xã Hàm Kiệm, Tỉnh Lâm Đồng",31262,30
31518,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Tân Thành,xa,tan-thanh,Xã Tân Thành,"Tân Thành, Lâm Đồng","Xã Tân Thành, Tỉnh Lâm Đồng",31518,30
31774,Lâm Đồng,lam-dong,tinh,Tỉnh Lâm Đồng,Hàm Thuận Nam,xa,ham-thuan-nam,Xã Hàm Thuận Nam,"Hàm Thuận Nam, Lâm Đồng","Xã Hàm Thuận Nam, Tỉnh Lâm Đồng",31774,30
287,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Châu Sơn,xa,chau-son,Xã Châu Sơn,"Châu Sơn, Lạng Sơn","Xã Châu Sơn, Tỉnh Lạng Sơn",287,31
543,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Đình Lập,xa,dinh-lap,Xã Đình Lập,"Đình Lập, Lạng Sơn","Xã Đình Lập, Tỉnh Lạng Sơn",543,31
799,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Kiên Mộc,xa,kien-moc,Xã Kiên Mộc,"Kiên Mộc, Lạng Sơn","Xã Kiên Mộc, Tỉnh Lạng Sơn",799,31
1055,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thất Khê,xa,that-khe,Xã Thất Khê,"Thất Khê, Lạng Sơn","Xã Thất Khê, Tỉnh Lạng Sơn",1055,31
1311,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Đoàn Kết,xa,doan-ket,Xã Đoàn Kết,"Đoàn Kết, Lạng Sơn","Xã Đoàn Kết, Tỉnh Lạng Sơn",1311,31
1567,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tân Tiến,xa,tan-tien,Xã Tân Tiến,"Tân Tiến, Lạng Sơn","Xã Tân Tiến, Tỉnh Lạng Sơn",1567,31
1823,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tràng Định,xa,trang-dinh,Xã Tràng Định,"Tràng Định, Lạng Sơn","Xã Tràng Định, Tỉnh Lạng Sơn",1823,31
2079,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Quốc Khánh,xa,quoc-khanh,Xã Quốc Khánh,"Quốc Khánh, Lạng Sơn","Xã Quốc Khánh, Tỉnh Lạng Sơn",2079,31
2335,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Kháng Chiến,xa,khang-chien,Xã Kháng Chiến,"Kháng Chiến, Lạng Sơn","Xã Kháng Chiến, Tỉnh Lạng Sơn",2335,31
2591,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Quốc Việt,xa,quoc-viet,Xã Quốc Việt,"Quốc Việt, Lạng Sơn","Xã Quốc Việt, Tỉnh Lạng Sơn",2591,31
2847,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Bình Gia,xa,binh-gia,Xã Bình Gia,"Bình Gia, Lạng Sơn","Xã Bình Gia, Tỉnh Lạng Sơn",2847,31
3103,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tân Văn,xa,tan-van,Xã Tân Văn,"Tân Văn, Lạng Sơn","Xã Tân Văn, Tỉnh Lạng Sơn",3103,31
3359,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hồng Phong,xa,hong-phong,Xã Hồng Phong,"Hồng Phong, Lạng Sơn","Xã Hồng Phong, Tỉnh Lạng Sơn",3359,31
3615,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hoa Thám,xa,hoa-tham,Xã Hoa Thám,"Hoa Thám, Lạng Sơn","Xã Hoa Thám, Tỉnh Lạng Sơn",3615,31
3871,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Quý Hòa,xa,quy-hoa,Xã Quý Hòa,"Quý Hòa, Lạng Sơn","Xã Quý Hòa, Tỉnh Lạng Sơn",3871,31
4127,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thiện Hòa,xa,thien-hoa,Xã Thiện Hòa,"Thiện Hòa, Lạng Sơn","Xã Thiện Hòa, Tỉnh Lạng Sơn",4127,31
4383,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thiện Thuật,xa,thien-thuat,Xã Thiện Thuật,"Thiện Thuật, Lạng Sơn","Xã Thiện Thuật, Tỉnh Lạng Sơn",4383,31
4639,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thiện Long,xa,thien-long,Xã Thiện Long,"Thiện Long, Lạng Sơn","Xã Thiện Long, Tỉnh Lạng Sơn",4639,31
4895,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Bắc Sơn,xa,bac-son,Xã Bắc Sơn,"Bắc Sơn, Lạng Sơn","Xã Bắc Sơn, Tỉnh Lạng Sơn",4895,31
5151,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hưng Vũ,xa,hung-vu,Xã Hưng Vũ,"Hưng Vũ, Lạng Sơn","Xã Hưng Vũ, Tỉnh Lạng Sơn",5151,31
5407,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Vũ Lăng,xa,vu-lang,Xã Vũ Lăng,"Vũ Lăng, Lạng Sơn","Xã Vũ Lăng, Tỉnh Lạng Sơn",5407,31
5663,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Nhất Hòa,xa,nhat-hoa,Xã Nhất Hòa,"Nhất Hòa, Lạng Sơn","Xã Nhất Hòa, Tỉnh Lạng Sơn",5663,31
5919,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Vũ Lễ,xa,vu-le,Xã Vũ Lễ,"Vũ Lễ, Lạng Sơn","Xã Vũ Lễ, Tỉnh Lạng Sơn",5919,31
6175,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tân Tri,xa,tan-tri,Xã Tân Tri,"Tân Tri, Lạng Sơn","Xã Tân Tri, Tỉnh Lạng Sơn",6175,31
6431,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Văn Quan,xa,van-quan,Xã Văn Quan,"Văn Quan, Lạng Sơn","Xã Văn Quan, Tỉnh Lạng Sơn",6431,31
6687,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Điềm He,xa,diem-he,Xã Điềm He,"Điềm He, Lạng Sơn","Xã Điềm He, Tỉnh Lạng Sơn",6687,31
6943,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Yên Phúc,xa,yen-phuc,Xã Yên Phúc,"Yên Phúc, Lạng Sơn","Xã Yên Phúc, Tỉnh Lạng Sơn",6943,31
7199,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tri Lễ,xa,tri-le,Xã Tri Lễ,"Tri Lễ, Lạng Sơn","Xã Tri Lễ, Tỉnh Lạng Sơn",7199,31
7455,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tân Đoàn,xa,tan-doan,Xã Tân Đoàn,"Tân Đoàn, Lạng Sơn","Xã Tân Đoàn, Tỉnh Lạng Sơn",7455,31
7711,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Khánh Khê,xa,khanh-khe,Xã Khánh Khê,"Khánh Khê, Lạng Sơn","Xã Khánh Khê, Tỉnh Lạng Sơn",7711,31
7967,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Na Sầm,xa,na-sam,Xã Na Sầm,"Na Sầm, Lạng Sơn","Xã Na Sầm, Tỉnh Lạng Sơn",7967,31
8223,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tân Thanh,xa,tan-thanh,Xã Tân Thanh,"Tân Thanh, Lạng Sơn","Xã Tân Thanh, Tỉnh Lạng Sơn",8223,31
8479,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thụy Hùng,xa,thuy-hung,Xã Thụy Hùng,"Thụy Hùng, Lạng Sơn","Xã Thụy Hùng, Tỉnh Lạng Sơn",8479,31
8735,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Văn Lãng,xa,van-lang,Xã Văn Lãng,"Văn Lãng, Lạng Sơn","Xã Văn Lãng, Tỉnh Lạng Sơn",8735,31
8991,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hội Hoan,xa,hoi-hoan,Xã Hội Hoan,"Hội Hoan, Lạng Sơn","Xã Hội Hoan, Tỉnh Lạng Sơn",8991,31
9247,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Lộc Bình,xa,loc-binh,Xã Lộc Bình,"Lộc Bình, Lạng Sơn","Xã Lộc Bình, Tỉnh Lạng Sơn",9247,31
9503,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Mẫu Sơn,xa,mau-son,Xã Mẫu Sơn,"Mẫu Sơn, Lạng Sơn","Xã Mẫu Sơn, Tỉnh Lạng Sơn",9503,31
9759,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Na Dương,xa,na-duong,Xã Na Dương,"Na Dương, Lạng Sơn","Xã Na Dương, Tỉnh Lạng Sơn",9759,31
10015,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Lợi Bác,xa,loi-bac,Xã Lợi Bác,"Lợi Bác, Lạng Sơn","Xã Lợi Bác, Tỉnh Lạng Sơn",10015,31
10271,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thống Nhất,xa,thong-nhat,Xã Thống Nhất,"Thống Nhất, Lạng Sơn","Xã Thống Nhất, Tỉnh Lạng Sơn",10271,31
10527,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Xuân Dương,xa,xuan-duong,Xã Xuân Dương,"Xuân Dương, Lạng Sơn","Xã Xuân Dương, Tỉnh Lạng Sơn",10527,31
10783,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Khuất Xá,xa,khuat-xa,Xã Khuất Xá,"Khuất Xá, Lạng Sơn","Xã Khuất Xá, Tỉnh Lạng Sơn",10783,31
11039,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thái Bình,xa,thai-binh,Xã Thái Bình,"Thái Bình, Lạng Sơn","Xã Thái Bình, Tỉnh Lạng Sơn",11039,31
11295,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hữu Lũng,xa,huu-lung,Xã Hữu Lũng,"Hữu Lũng, Lạng Sơn","Xã Hữu Lũng, Tỉnh Lạng Sơn",11295,31
11551,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tuấn Sơn,xa,tuan-son,Xã Tuấn Sơn,"Tuấn Sơn, Lạng Sơn","Xã Tuấn Sơn, Tỉnh Lạng Sơn",11551,31
11807,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tân Thành,xa,tan-thanh,Xã Tân Thành,"Tân Thành, Lạng Sơn","Xã Tân Thành, Tỉnh Lạng Sơn",11807,31
12063,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Vân Nham,xa,van-nham,Xã Vân Nham,"Vân Nham, Lạng Sơn","Xã Vân Nham, Tỉnh Lạng Sơn",12063,31
12319,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Thiện Tân,xa,thien-tan,Xã Thiện Tân,"Thiện Tân, Lạng Sơn","Xã Thiện Tân, Tỉnh Lạng Sơn",12319,31
12575,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Yên Bình,xa,yen-binh,Xã Yên Bình,"Yên Bình, Lạng Sơn","Xã Yên Bình, Tỉnh Lạng Sơn",12575,31
12831,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hữu Liên,xa,huu-lien,Xã Hữu Liên,"Hữu Liên, Lạng Sơn","Xã Hữu Liên, Tỉnh Lạng Sơn",12831,31
13087,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Cai Kinh,xa,cai-kinh,Xã Cai Kinh,"Cai Kinh, Lạng Sơn","Xã Cai Kinh, Tỉnh Lạng Sơn",13087,31
13343,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Chi Lăng,xa,chi-lang,Xã Chi Lăng,"Chi Lăng, Lạng Sơn","Xã Chi Lăng, Tỉnh Lạng Sơn",13343,31
13599,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Quan Sơn,xa,quan-son,Xã Quan Sơn,"Quan Sơn, Lạng Sơn","Xã Quan Sơn, Tỉnh Lạng Sơn",13599,31
13855,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Chiến Thắng,xa,chien-thang,Xã Chiến Thắng,"Chiến Thắng, Lạng Sơn","Xã Chiến Thắng, Tỉnh Lạng Sơn",13855,31
14111,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Nhân Lý,xa,nhan-ly,Xã Nhân Lý,"Nhân Lý, Lạng Sơn","Xã Nhân Lý, Tỉnh Lạng Sơn",14111,31
14367,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Bằng Mạc,xa,bang-mac,Xã Bằng Mạc,"Bằng Mạc, Lạng Sơn","Xã Bằng Mạc, Tỉnh Lạng Sơn",14367,31
14623,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Vạn Linh,xa,van-linh,Xã Vạn Linh,"Vạn Linh, Lạng Sơn","Xã Vạn Linh, Tỉnh Lạng Sơn",14623,31
14879,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Đồng Đăng,xa,dong-dang,Xã Đồng Đăng,"Đồng Đăng, Lạng Sơn","Xã Đồng Đăng, Tỉnh Lạng Sơn",14879,31
15135,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Cao Lộc,xa,cao-loc,Xã Cao Lộc,"Cao Lộc, Lạng Sơn","Xã Cao Lộc, Tỉnh Lạng Sơn",15135,31
15391,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Công Sơn,xa,cong-son,Xã Công Sơn,"Công Sơn, Lạng Sơn","Xã Công Sơn, Tỉnh Lạng Sơn",15391,31
15647,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Ba Sơn,xa,ba-son,Xã Ba Sơn,"Ba Sơn, Lạng Sơn","Xã Ba Sơn, Tỉnh Lạng Sơn",15647,31
15903,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Tam Thanh,phuong,tam-thanh,Phường Tam Thanh,"Tam Thanh, Lạng Sơn","Phường Tam Thanh, Tỉnh Lạng Sơn",15903,31
16159,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Lương Văn Tri,phuong,luong-van-tri,Phường Lương Văn Tri,"Lương Văn Tri, Lạng Sơn","Phường Lương Văn Tri, Tỉnh Lạng Sơn",16159,31
16415,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Hoàng Văn Thụ,phuong,hoang-van-thu,Phường Hoàng Văn Thụ,"Hoàng Văn Thụ, Lạng Sơn","Phường Hoàng Văn Thụ, Tỉnh Lạng Sơn",16415,31
16671,Lạng Sơn,lang-son,tinh,Tỉnh Lạng Sơn,Đông Kinh,phuong,dong-kinh,Phường Đông Kinh,"Đông Kinh, Lạng Sơn","Phường Đông Kinh, Tỉnh Lạng Sơn",16671,31
288,Lào Cai,lao-cai,tinh,Tỉnh Lào Cai,Phong Dụ Thượng,xa,phong-du-thuong,Xã Phong Dụ Thượng,"Phong Dụ Thượng, Lào Cai","Xã Phong Dụ Thượng, Tỉnh Lào Cai",288,32
544,Lào Cai,lao-cai,tinh,Tỉnh Lào Cai,Nậm Có,xa,nam-co,Xã Nậm Có,"Nậm Có, Lào Cai","Xã Nậm Có, Tỉnh Lào Cai",544,32
800,Lào Cai,lao-cai,tinh,Tỉnh Lào Cai,Nậm Xé,xa,nam-xe,Xã Nậm Xé,"Nậm Xé, Lào Cai","Xã Nậm Xé, Tỉnh Lào Cai",800,32
